,age,marital,education,default,housing,loan,contact,month,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,y,pcall,age2,young_student,rejecter,old_retired,is_mon_fri
10949,29,1,0,1,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,121,0,1,0,0
10950,37,0,2,0,0,0,1,8.578852571802965,3,0,0,0,1.4,94.465,-41.8,0,0,9,0,0,0,0
10951,36,1,0,0,0,0,1,8.578852571802965,2,0,0,0,1.4,94.465,-41.8,0,0,16,0,1,0,0
10952,55,0,0,0,1,0,1,8.578852571802965,3,0,0,0,1.4,94.465,-41.8,0,0,225,0,0,0,0
10953,29,0,1,0,1,0,1,8.578852571802965,2,0,0,0,1.4,94.465,-41.8,0,0,121,0,0,0,0
10954,43,1,0,1,1,1,1,8.578852571802965,3,0,0,0,1.4,94.465,-41.8,0,0,9,0,1,0,0
10955,24,0,1,0,1,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,256,0,1,0,0
10956,24,0,1,0,1,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,256,0,1,0,0
10957,55,1,0,1,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,225,0,1,0,0
10958,38,1,0,1,0,0,1,8.578852571802965,3,0,0,0,1.4,94.465,-41.8,0,0,4,0,1,0,0
10959,40,1,2,0,0,0,1,8.578852571802965,15,0,0,0,1.4,94.465,-41.8,0,0,0,0,0,0,0
10960,41,1,0,0,1,0,1,8.578852571802965,2,0,0,0,1.4,94.465,-41.8,0,0,1,0,1,0,0
10961,29,0,1,0,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,121,0,1,0,0
10962,58,1,2,0,0,0,1,8.578852571802965,9,0,0,0,1.4,94.465,-41.8,0,0,324,0,0,0,0
10963,28,1,2,0,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,144,0,0,0,0
10964,57,1,0,0,1,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,289,0,0,0,0
10965,57,1,0,0,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,289,0,0,0,0
10966,33,1,0,0,0,0,1,8.578852571802965,4,0,0,0,1.4,94.465,-41.8,0,0,49,0,1,0,0
10967,43,1,0,1,0,0,1,8.578852571802965,2,0,0,0,1.4,94.465,-41.8,0,0,9,0,1,0,0
10968,38,1,1,0,0,0,1,8.578852571802965,3,0,0,0,1.4,94.465,-41.8,0,0,4,0,1,0,0
10969,56,0,2,0,1,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,256,0,0,0,0
10970,52,0,1,0,1,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,144,0,1,0,0
10971,25,1,1,0,1,0,1,8.578852571802965,2,0,0,0,1.4,94.465,-41.8,0,0,225,0,0,0,0
10972,31,1,1,0,1,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,81,0,0,0,0
10973,52,0,1,0,1,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,144,0,1,0,0
10974,36,1,1,1,1,0,1,8.578852571802965,4,0,0,0,1.4,94.465,-41.8,0,0,16,0,0,0,0
10975,32,0,2,0,1,0,1,8.578852571802965,12,0,0,0,1.4,94.465,-41.8,0,0,64,1,0,0,0
10976,26,0,1,0,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,196,0,0,0,0
10977,41,1,1,0,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,1,0,1,0,1,0,0
10978,31,1,1,0,1,0,1,8.578852571802965,3,0,0,0,1.4,94.465,-41.8,0,0,81,0,1,0,0
10979,28,1,2,0,1,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,1,0,144,0,0,0,0
10980,32,1,0,0,0,0,1,8.578852571802965,11,0,0,0,1.4,94.465,-41.8,0,0,64,0,1,0,0
10981,41,0,1,0,1,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,1,0,1,0,0,0,0
10982,29,1,1,0,1,0,1,8.578852571802965,15,0,0,0,1.4,94.465,-41.8,0,0,121,0,0,0,0
10983,39,1,0,0,0,0,1,8.578852571802965,2,0,0,0,1.4,94.465,-41.8,0,0,1,0,0,0,0
10984,42,1,2,0,0,0,1,8.578852571802965,2,0,0,0,1.4,94.465,-41.8,0,0,4,0,0,0,0
10985,50,1,1,0,0,0,1,8.578852571802965,2,0,0,0,1.4,94.465,-41.8,0,0,100,0,0,0,0
10986,34,1,1,0,0,0,1,8.578852571802965,6,0,0,0,1.4,94.465,-41.8,0,0,36,0,1,0,0
10987,32,0,1,0,1,0,1,8.578852571802965,2,0,0,0,1.4,94.465,-41.8,0,0,64,0,1,0,0
10988,44,1,1,0,0,1,1,8.578852571802965,14,0,0,0,1.4,94.465,-41.8,0,0,16,0,1,0,0
10989,42,1,1,1,1,0,1,8.578852571802965,15,0,0,0,1.4,94.465,-41.8,0,0,4,0,0,0,0
10990,48,1,2,0,1,0,1,8.578852571802965,3,0,0,0,1.4,94.465,-41.8,0,0,64,0,0,0,0
10991,41,1,0,0,1,0,1,8.578852571802965,7,0,0,0,1.4,94.465,-41.8,0,0,1,0,0,0,0
10992,27,0,1,0,0,0,1,8.578852571802965,2,0,0,0,1.4,94.465,-41.8,0,0,169,0,0,0,0
10993,32,1,1,0,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,64,0,0,0,0
10994,55,1,0,1,1,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,225,0,1,0,0
10995,27,0,2,0,0,0,1,8.578852571802965,7,0,0,0,1.4,94.465,-41.8,0,0,169,0,0,0,0
10996,41,1,2,0,1,1,1,8.578852571802965,3,0,0,0,1.4,94.465,-41.8,0,0,1,0,0,0,0
10997,43,1,0,1,1,0,1,8.578852571802965,2,0,0,0,1.4,94.465,-41.8,0,0,9,0,1,0,0
10998,54,1,1,0,0,0,1,8.578852571802965,15,0,0,0,1.4,94.465,-41.8,0,0,196,0,0,0,0
10999,52,1,1,0,0,0,1,8.578852571802965,5,0,0,0,1.4,94.465,-41.8,0,0,144,0,1,0,0
11000,55,0,0,0,1,0,1,8.578852571802965,4,0,0,0,1.4,94.465,-41.8,0,0,225,0,0,0,0
11001,38,1,0,0,0,0,1,8.578852571802965,2,0,0,0,1.4,94.465,-41.8,0,0,4,0,1,0,0
11002,42,1,1,1,0,0,1,8.578852571802965,2,0,0,0,1.4,94.465,-41.8,0,0,4,0,1,0,0
11003,56,1,0,0,1,0,1,8.578852571802965,15,0,0,0,1.4,94.465,-41.8,0,0,256,0,0,1,0
11004,41,1,0,0,1,0,1,8.578852571802965,2,0,0,0,1.4,94.465,-41.8,0,0,1,0,1,0,0
11005,31,1,1,1,1,1,1,8.578852571802965,2,0,0,0,1.4,94.465,-41.8,0,0,81,0,1,0,0
11006,29,1,0,1,0,0,1,8.578852571802965,2,0,0,0,1.4,94.465,-41.8,0,0,121,0,1,0,0
11007,40,1,0,0,0,0,1,8.578852571802965,14,0,0,0,1.4,94.465,-41.8,0,0,0,0,1,0,0
11008,25,0,1,0,0,0,1,8.578852571802965,3,0,0,0,1.4,94.465,-41.8,0,0,225,0,1,0,0
11009,46,1,2,1,0,0,1,8.578852571802965,9,0,0,0,1.4,94.465,-41.8,0,0,36,0,1,0,0
11010,53,1,2,0,0,0,1,8.578852571802965,12,0,0,0,1.4,94.465,-41.8,0,0,169,0,0,0,0
11011,42,1,0,0,1,0,1,8.578852571802965,3,0,0,0,1.4,94.465,-41.8,0,0,4,0,0,0,0
11012,59,1,0,0,1,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,1,0,361,0,0,1,0
11013,24,0,1,0,1,0,1,8.578852571802965,2,0,0,0,1.4,94.465,-41.8,0,0,256,0,0,0,0
11014,44,0,1,0,0,0,1,8.578852571802965,3,0,0,0,1.4,94.465,-41.8,0,0,16,0,0,0,0
11015,43,1,0,0,0,0,1,8.578852571802965,3,0,0,0,1.4,94.465,-41.8,0,0,9,0,1,0,0
11016,31,1,0,0,1,0,1,8.578852571802965,4,0,0,0,1.4,94.465,-41.8,1,0,81,0,1,0,0
11017,28,0,1,0,1,0,1,8.578852571802965,2,0,0,0,1.4,94.465,-41.8,0,0,144,0,0,0,0
11018,33,1,0,0,1,0,1,8.578852571802965,15,0,0,0,1.4,94.465,-41.8,0,0,49,0,1,0,0
11019,47,1,0,0,1,0,1,8.578852571802965,3,0,0,0,1.4,94.465,-41.8,0,0,49,0,0,0,0
11020,38,1,0,1,0,0,1,8.578852571802965,9,0,0,0,1.4,94.465,-41.8,1,0,4,0,0,0,0
11021,35,1,2,0,1,0,1,8.578852571802965,2,0,0,0,1.4,94.465,-41.8,0,0,25,0,0,0,0
11022,47,1,1,1,0,1,1,8.578852571802965,3,0,0,0,1.4,94.465,-41.8,0,0,49,0,1,0,0
11023,25,1,0,0,1,0,1,8.578852571802965,2,0,0,0,1.4,94.465,-41.8,0,0,225,0,1,0,0
11024,26,0,1,0,0,0,1,8.578852571802965,5,0,0,0,1.4,94.465,-41.8,0,0,196,0,0,0,0
11025,39,1,0,1,1,0,1,8.578852571802965,4,0,0,0,1.4,94.465,-41.8,0,0,1,0,1,0,0
11026,42,1,1,0,0,0,1,8.578852571802965,2,0,0,0,1.4,94.465,-41.8,0,0,4,0,1,0,0
11027,43,1,1,0,0,0,1,8.578852571802965,10,0,0,0,1.4,94.465,-41.8,0,0,9,0,0,0,0
11028,29,1,1,0,0,0,1,8.578852571802965,10,0,0,0,1.4,94.465,-41.8,0,0,121,0,0,0,0
11029,50,1,2,1,0,0,1,8.578852571802965,2,0,0,0,1.4,94.465,-41.8,0,0,100,0,0,0,0
11030,29,1,1,0,0,0,1,8.578852571802965,3,0,0,0,1.4,94.465,-41.8,0,0,121,0,1,0,0
11031,45,1,1,0,1,0,1,8.578852571802965,3,0,0,0,1.4,94.465,-41.8,0,0,25,0,0,0,0
11032,36,1,0,0,1,1,1,8.578852571802965,6,0,0,0,1.4,94.465,-41.8,0,0,16,0,1,0,0
11033,38,1,0,0,1,0,1,8.578852571802965,15,0,0,0,1.4,94.465,-41.8,0,0,4,0,1,0,0
11034,36,1,1,1,1,1,1,8.578852571802965,2,0,0,0,1.4,94.465,-41.8,0,0,16,0,1,0,0
11035,33,1,1,0,0,0,1,8.578852571802965,2,0,0,0,1.4,94.465,-41.8,0,0,49,0,0,0,0
11036,33,1,2,0,1,1,1,8.578852571802965,2,0,0,0,1.4,94.465,-41.8,0,0,49,0,1,0,0
11037,44,1,0,1,0,1,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,16,0,1,0,0
11038,33,1,0,0,1,0,1,8.578852571802965,2,0,0,0,1.4,94.465,-41.8,0,0,49,0,1,0,0
11039,43,1,2,0,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,9,0,0,0,0
11040,39,1,0,0,1,0,1,8.578852571802965,2,0,0,0,1.4,94.465,-41.8,0,0,1,0,1,0,0
11041,36,0,2,0,0,0,1,8.578852571802965,6,0,0,0,1.4,94.465,-41.8,0,0,16,0,0,0,0
11042,31,0,1,0,0,0,1,8.578852571802965,2,0,0,0,1.4,94.465,-41.8,0,0,81,0,1,0,0
11043,49,1,1,1,1,0,1,8.578852571802965,13,0,0,0,1.4,94.465,-41.8,0,0,81,0,0,0,0
11044,44,1,1,1,1,0,1,8.578852571802965,4,0,0,0,1.4,94.465,-41.8,0,0,16,0,1,0,0
11045,51,1,1,0,0,0,1,8.578852571802965,3,0,0,0,1.4,94.465,-41.8,0,0,121,0,0,0,0
11046,28,1,2,0,0,0,1,8.578852571802965,2,0,0,0,1.4,94.465,-41.8,1,0,144,0,0,0,0
11047,57,1,0,1,0,0,1,8.578852571802965,8,0,0,0,1.4,94.465,-41.8,0,0,289,0,1,0,0
11048,41,1,0,0,0,0,1,8.578852571802965,2,0,0,0,1.4,94.465,-41.8,0,0,1,0,1,0,0
11049,49,1,0,0,0,0,1,8.578852571802965,9,0,0,0,1.4,94.465,-41.8,0,0,81,0,0,0,0
11050,44,1,1,0,1,1,1,8.578852571802965,3,0,0,0,1.4,94.465,-41.8,0,0,16,0,0,0,0
11051,57,1,1,0,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,289,0,0,1,0
11052,36,1,1,1,0,0,1,8.578852571802965,3,0,0,0,1.4,94.465,-41.8,0,0,16,0,1,0,0
11053,49,1,1,0,1,0,1,8.578852571802965,3,0,0,0,1.4,94.465,-41.8,0,0,81,0,0,0,0
11054,36,1,1,0,0,0,1,8.578852571802965,5,0,0,0,1.4,94.465,-41.8,0,0,16,0,1,0,0
11055,51,1,2,0,0,0,1,8.578852571802965,15,0,0,0,1.4,94.465,-41.8,0,0,121,0,0,0,0
11056,45,1,1,0,0,0,1,8.578852571802965,8,0,0,0,1.4,94.465,-41.8,0,0,25,0,0,0,0
11057,30,1,1,0,0,0,1,8.578852571802965,8,0,0,0,1.4,94.465,-41.8,0,0,100,0,1,0,0
11058,46,1,0,1,1,0,1,8.578852571802965,14,0,0,0,1.4,94.465,-41.8,0,0,36,0,0,0,0
11059,43,0,0,0,1,0,1,8.578852571802965,15,0,0,0,1.4,94.465,-41.8,0,0,9,0,1,0,0
11060,23,0,0,0,1,0,1,8.578852571802965,2,0,0,0,1.4,94.465,-41.8,0,0,289,0,1,0,0
11061,50,1,1,1,1,0,1,8.578852571802965,15,0,0,0,1.4,94.465,-41.8,0,0,100,0,0,0,0
11062,41,0,1,1,1,0,1,8.578852571802965,4,0,0,0,1.4,94.465,-41.8,0,0,1,0,0,0,0
11063,26,0,1,0,0,0,1,8.578852571802965,2,0,0,0,1.4,94.465,-41.8,0,0,196,0,0,0,0
11064,47,1,0,1,0,0,1,8.578852571802965,8,0,0,0,1.4,94.465,-41.8,0,0,49,0,1,0,0
11065,52,1,0,1,0,0,1,8.578852571802965,7,0,0,0,1.4,94.465,-41.8,0,0,144,0,1,0,0
11066,33,1,2,0,0,0,1,8.578852571802965,2,0,0,0,1.4,94.465,-41.8,0,0,49,0,0,0,0
11067,28,0,2,0,1,0,1,8.578852571802965,5,0,0,0,1.4,94.465,-41.8,0,0,144,0,0,0,0
11068,28,1,0,1,0,0,1,8.578852571802965,3,0,0,0,1.4,94.465,-41.8,0,0,144,0,1,0,0
11069,42,1,0,1,0,0,1,8.578852571802965,3,0,0,0,1.4,94.465,-41.8,0,0,4,0,1,0,0
11070,28,1,0,0,0,0,1,8.578852571802965,5,0,0,0,1.4,94.465,-41.8,1,0,144,0,1,0,0
11071,54,1,0,0,0,0,1,8.578852571802965,3,0,0,0,1.4,94.465,-41.8,0,0,196,0,0,0,0
11072,35,1,1,0,1,0,1,8.578852571802965,2,0,0,0,1.4,94.465,-41.8,0,0,25,0,0,0,0
11073,60,1,2,1,0,0,1,8.578852571802965,11,0,0,0,1.4,94.465,-41.8,0,0,400,0,0,0,0
11074,47,1,1,1,1,1,1,8.578852571802965,2,0,0,0,1.4,94.465,-41.8,0,0,49,0,1,0,0
11075,60,1,1,0,1,0,1,8.578852571802965,3,0,0,0,1.4,94.465,-41.8,0,0,400,0,0,1,0
11076,29,0,2,1,1,0,1,8.578852571802965,3,0,0,0,1.4,94.465,-41.8,0,0,121,0,0,0,0
11077,49,1,1,0,0,0,1,8.578852571802965,3,0,0,0,1.4,94.465,-41.8,0,0,81,0,0,0,0
11078,56,1,0,0,0,0,1,8.578852571802965,2,0,0,0,1.4,94.465,-41.8,0,0,256,0,0,1,0
11079,33,1,1,0,0,0,1,8.578852571802965,4,0,0,0,1.4,94.465,-41.8,0,0,49,0,0,0,0
11080,28,0,1,0,1,1,1,8.578852571802965,6,0,0,0,1.4,94.465,-41.8,0,0,144,1,0,0,0
11081,60,1,2,0,0,0,1,8.578852571802965,3,0,0,0,1.4,94.465,-41.8,1,0,400,0,0,0,0
11082,34,1,1,0,0,0,1,8.578852571802965,11,0,0,0,1.4,94.465,-41.8,0,0,36,0,0,0,0
11083,36,1,0,1,1,0,1,8.578852571802965,13,0,0,0,1.4,94.465,-41.8,0,0,16,0,1,0,0
11084,39,0,2,0,1,0,1,8.578852571802965,6,0,0,0,1.4,94.465,-41.8,0,0,1,0,0,0,0
11085,40,0,2,0,0,0,1,8.578852571802965,2,0,0,0,1.4,94.465,-41.8,0,0,0,0,0,0,0
11086,56,1,2,0,1,1,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,256,0,1,0,0
11087,33,0,1,0,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,49,0,0,0,0
11088,40,1,0,0,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,0,0,0,0,0
11089,58,1,0,0,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,324,0,1,0,0
11090,40,1,0,0,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,0,0,1,0,0
11091,32,1,0,1,1,0,1,8.578852571802965,2,0,0,0,1.4,94.465,-41.8,0,0,64,0,1,0,0
11092,37,0,1,1,0,0,1,8.578852571802965,5,0,0,0,1.4,94.465,-41.8,0,0,9,0,0,0,0
11093,46,0,2,0,1,0,1,8.578852571802965,3,0,0,0,1.4,94.465,-41.8,0,0,36,0,0,0,0
11094,49,1,1,1,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,81,0,1,0,0
11095,26,0,2,0,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,196,0,0,0,0
11096,31,0,1,1,0,1,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,81,0,0,0,0
11097,36,0,0,0,1,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,16,0,0,0,0
11098,32,1,2,0,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,64,0,0,0,0
11099,34,1,0,1,1,0,1,8.578852571802965,4,0,0,0,1.4,94.465,-41.8,0,0,36,0,1,0,0
11100,35,0,2,1,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,1,0,25,0,0,0,0
11101,59,1,0,0,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,361,0,0,1,0
11102,47,1,2,0,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,49,0,0,0,0
11103,46,1,0,1,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,36,0,1,0,0
11104,41,1,1,0,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,1,0,0,0,0
11105,42,1,0,1,1,0,1,8.578852571802965,4,0,0,0,1.4,94.465,-41.8,0,0,4,0,1,0,0
11106,39,1,1,0,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,1,0,0,0,0
11107,46,1,0,0,0,0,1,8.578852571802965,9,0,0,0,1.4,94.465,-41.8,0,0,36,0,1,0,0
11108,27,1,2,0,0,0,1,8.578852571802965,6,0,0,0,1.4,94.465,-41.8,0,0,169,0,0,0,0
11109,49,1,0,1,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,81,0,1,0,0
11110,50,1,1,1,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,100,0,0,0,0
11111,49,1,1,1,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,81,0,1,0,0
11112,39,0,1,1,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,1,0,0,0,0
11113,47,1,1,0,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,49,0,0,0,0
11114,30,1,0,0,0,0,1,8.578852571802965,3,0,0,0,1.4,94.465,-41.8,0,0,100,0,1,0,0
11115,35,1,0,0,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,25,0,1,0,0
11116,40,1,1,1,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,0,0,0,0,0
11117,56,1,0,1,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,256,0,1,0,0
11118,40,1,2,1,1,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,0,0,0,0,0
11119,30,1,2,0,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,100,0,0,0,0
11120,33,0,2,0,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,49,0,0,0,0
11121,35,1,0,0,0,0,1,8.578852571802965,15,0,0,0,1.4,94.465,-41.8,0,0,25,0,1,0,0
11122,58,1,1,0,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,324,0,0,0,0
11123,47,1,1,0,1,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,1,0,49,0,0,0,0
11124,46,1,0,0,0,0,1,8.578852571802965,10,0,0,0,1.4,94.465,-41.8,0,0,36,0,1,0,0
11125,53,1,1,1,1,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,169,0,1,0,0
11126,58,1,1,0,1,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,324,0,0,0,0
11127,49,0,1,1,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,81,0,0,0,0
11128,43,1,1,0,1,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,9,0,1,0,0
11129,34,1,0,1,0,0,1,8.578852571802965,2,0,0,0,1.4,94.465,-41.8,0,0,36,0,1,0,0
11130,41,1,0,1,0,0,1,8.578852571802965,2,0,0,0,1.4,94.465,-41.8,0,0,1,0,1,0,0
11131,47,1,1,0,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,49,0,0,0,0
11132,42,1,1,1,1,1,1,8.578852571802965,5,0,0,0,1.4,94.465,-41.8,0,0,4,0,0,0,0
11133,49,1,1,0,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,81,0,1,0,0
11134,54,1,0,0,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,196,0,0,0,0
11135,41,1,0,0,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,1,0,1,0,0
11136,36,1,2,0,1,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,16,0,0,0,0
11137,51,1,1,0,1,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,121,0,0,0,0
11138,41,1,1,0,1,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,1,0,0,0,0
11139,42,1,1,0,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,4,0,0,0,0
11140,52,1,2,0,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,144,0,0,0,0
11141,29,1,2,0,0,1,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,121,0,0,0,0
11142,46,1,0,0,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,36,0,1,0,0
11143,42,0,1,0,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,4,0,0,0,0
11144,35,1,0,1,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,25,0,0,0,0
11145,48,0,2,0,1,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,64,0,0,0,0
11146,27,0,1,0,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,169,0,0,0,0
11147,32,0,1,0,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,64,0,0,0,0
11148,45,1,0,1,1,1,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,25,0,1,0,0
11149,35,1,2,0,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,25,0,0,0,0
11150,32,1,1,0,0,0,1,8.578852571802965,2,0,0,0,1.4,94.465,-41.8,0,0,64,0,1,0,0
11151,35,1,1,0,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,25,0,0,0,0
11152,47,1,0,0,0,1,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,49,0,0,0,0
11153,35,1,1,0,0,1,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,25,0,0,0,0
11154,53,0,1,0,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,169,0,0,0,0
11155,37,1,1,0,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,9,0,0,0,0
11156,42,1,0,0,0,0,1,8.578852571802965,7,0,0,0,1.4,94.465,-41.8,0,0,4,0,0,0,0
11157,58,1,0,1,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,324,0,0,1,0
11158,53,0,1,0,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,169,0,0,0,0
11159,35,1,1,0,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,25,0,0,0,0
11160,55,1,1,0,1,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,225,0,0,0,0
11161,51,1,0,1,0,0,1,8.578852571802965,2,0,0,0,1.4,94.465,-41.8,0,0,121,0,1,0,0
11162,51,1,1,1,0,0,1,8.578852571802965,2,0,0,0,1.4,94.465,-41.8,0,0,121,0,0,0,0
11163,37,0,1,0,0,0,1,8.578852571802965,3,0,0,0,1.4,94.465,-41.8,0,0,9,0,0,0,0
11164,48,1,0,1,1,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,64,0,1,0,0
11165,44,1,2,0,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,16,0,0,0,0
11166,34,1,1,0,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,36,0,0,0,0
11167,45,1,0,0,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,25,0,0,0,0
11168,33,1,1,0,1,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,49,0,0,0,0
11169,41,1,2,0,1,1,1,8.578852571802965,4,0,0,0,1.4,94.465,-41.8,0,0,1,0,0,0,0
11170,42,0,0,0,0,0,1,8.578852571802965,3,0,0,0,1.4,94.465,-41.8,0,0,4,0,1,0,0
11171,30,1,1,0,0,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,100,0,0,0,0
11172,41,1,0,1,1,0,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,1,0,1,0,1,0,0
11173,45,1,1,1,1,0,1,8.578852571802965,2,0,0,0,1.4,94.465,-41.8,0,0,25,0,0,0,0
11174,45,1,0,0,1,1,1,8.578852571802965,1,0,0,0,1.4,94.465,-41.8,0,0,25,0,1,0,0
11175,38,0,1,0,0,0,1,8.578852571802965,4,0,0,0,1.4,94.465,-41.8,0,0,4,0,0,0,0
11176,40,1,0,1,0,0,1,8.578852571802965,6,0,0,0,1.4,94.465,-41.8,0,0,0,0,1,0,0
11177,43,1,2,0,0,0,1,8.578852571802965,2,0,0,0,1.4,94.465,-41.8,0,0,9,0,0,0,0
11178,35,1,0,1,1,0,1,8.578852571802965,2,0,0,0,1.4,94.465,-41.8,0,0,25,0,1,0,0
11179,37,0,0,1,1,1,1,8.578852571802965,2,0,0,0,1.4,94.465,-41.8,0,0,9,0,1,0,0
